TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,original_index,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,yogyakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,depok
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7721,logistik/gudang,yogyakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,depok
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7722,hotel/restoran,yogyakarta
2002-10-08,L,2023-07-24,CIBEUREUM,SMK,TEKNIK KOMPUTER DAN JARINGAN,2021.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,KARAWANG,20,7723,produksi/operasional,karawang
1998-11-15,L,2023-07-24,MANGKUBUMI,SMK,TEKNIK SEPEDA MOTOR ,2016.0,OTOMOTIF,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,24,7724,lain-lain,lokasi tidak spesifik
2000-08-17,L,2023-07-24,CIPEDES,SMK,PEMASARAN ,2019.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,22,7725,lain-lain,lokasi tidak spesifik
2001-08-03,L,2023-07-24,CIHIDEUNG,SMK,TEKNIK DAN BISNIS SEPEDA MOTOR,2020.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,21,7726,lain-lain,lokasi tidak spesifik
2004-04-05,P,2023-07-24,TAMANSARI,SMA / LAINNYA,ILMU BUDAYA DAN BAHASA ,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,19,7727,lain-lain,lokasi tidak spesifik
2000-11-14,L,2023-07-24,KAWALU,SMK,TEHNIK DAN BISNIS SEPEDA MOTOR ,2020.0,BADMINTON ,Rp 5.000.001 - Rp 10.000.000,KARYAWAN SWASTA ,DI DALAM NEGERI,BEKASI ATAU KARAWANG,22,7728,pekerja umum,bekasi
2000-11-14,L,2023-07-24,KAWALU,SMK,TEHNIK DAN BISNIS SEPEDA MOTOR ,2020.0,BADMINTON ,Rp 5.000.001 - Rp 10.000.000,KARYAWAN SWASTA ,DI DALAM NEGERI,BEKASI ATAU KARAWANG,22,7728,pekerja umum,karawang
2004-11-10,P,2023-07-24,INDIHIANG,SMK,AKUNTANSI,2022.0,,0 - Rp 1.000.000,AKUNTAN,DI DALAM NEGERI,TASIKMALAYA,18,7729,keuangan/akuntansi/perbankan,tasikmalaya
2005-01-15,L,2023-07-24,CIBEUREUM,SMK,MULTI MEDIA,2023.0,OLAHRAGA ,Rp 5.000.001 - Rp 10.000.000,SEKERTARIS ,DI DALAM NEGERI,TASIKMALAYA ,18,7730,administrasi/staf umum,tasikmalaya
2004-01-04,P,2023-07-24,CIBEUREUM,SMK,BISNIS DARING PEMASARAN,2023.0,MENGGAMBAR,Rp 1.000.001 - Rp 2.500.000,BIDAN,DI DALAM NEGERI,TASIKMALAYA,19,7731,tenaga kesehatan (umum),tasikmalaya
2003-09-21,P,2023-07-24,MANGKUBUMI,SMK,BISNIS DARING DAN PEMASARAN ,2022.0,MICROSOFT WORD ,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,TASIKMALAYA ,19,7732,pekerja umum,tasikmalaya
2004-09-24,P,2023-07-24,BUNGURSARI,SMK,OTOMATISASI DAN TATA KELOLA PERKANTORAN,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,18,7733,lain-lain,lokasi tidak spesifik
2005-07-15,P,2023-07-24,CIPEDES,SMK,AKUNTANSI DAN KEUANGAN LEMBAGA,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,18,7734,lain-lain,lokasi tidak spesifik
2000-09-01,P,2023-07-25,KAWALU,SMK,TEKNIK GAMBAR BANGUNAN ,2019.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI ,DI DALAM NEGERI,TANGERANG ,22,7735,produksi/operasional,tangerang
2003-11-28,L,2023-07-26,BUNGURSARI,SMK,TEKNIK KOMPUTER DAN JARINGAN,2022.0,KONFIGURASI JARINGAN,Rp 1.000.001 - Rp 2.500.000,PEGAWAI,DI DALAM NEGERI,TASIKMALAYA,19,7736,pekerja umum,tasikmalaya
1995-01-04,L,2023-07-25,CIBEUREUM,S1,PENDIDIKAN TEKNIK MESIN,2019.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,NASIONAL ,28,7737,,lokasi tidak spesifik
1996-03-27,P,2023-07-25,CIPEDES,SMK,AKOMODASI PERHOTELAN,2014.0,MICROSOFT WORD  MICROSOFT EXCEL,Rp 2.500.001 - Rp 5.000.000,AUDIT,DI DALAM NEGERI,JAWA BARAT,27,7738,keuangan/akuntansi/perbankan,jawa barat
2000-07-02,P,2023-07-27,TAMANSARI,SMP / LAINNYA,TIDAK ADA,2016.0,,Rp 1.000.001 - Rp 2.500.000,OPERATOR,DI DALAM NEGERI,SEMARANG,23,7739,produksi/operasional,semarang
2005-02-04,P,2023-07-25,INDIHIANG,SMA / LAINNYA,MIPA,2023.0,MS OFFICE,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,JAWA BARAT,18,7740,lain-lain,jawa barat
2004-04-12,L,2023-07-25,CIPEDES,SMA / LAINNYA,IPS,2022.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,AKUNTAN,DI DALAM NEGERI,TASIKMALAYA,19,7741,keuangan/akuntansi/perbankan,tasikmalaya
2004-05-30,L,2023-07-25,CIBEUREUM,SMA / LAINNYA,IPS,2023.0,,0 - Rp 1.000.000,OPERATOR ALAT BERAT,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,KALIMANTAN TIMUR",19,7742,produksi/operasional,bandung
2004-05-30,L,2023-07-25,CIBEUREUM,SMA / LAINNYA,IPS,2023.0,,0 - Rp 1.000.000,OPERATOR ALAT BERAT,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,KALIMANTAN TIMUR",19,7742,produksi/operasional,kalimantan
2004-05-30,L,2023-07-25,CIBEUREUM,SMA / LAINNYA,IPS,2023.0,,0 - Rp 1.000.000,OPERATOR ALAT BERAT,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,KALIMANTAN TIMUR",19,7742,produksi/operasional,tasikmalaya
2004-06-05,P,2023-07-25,BUNGURSARI,SMA / LAINNYA,ILMU PENGETAHUAN SOSIAL,2023.0,OLAHRAGA,0 - Rp 1.000.000,DAN LAIN LAIN,DI DALAM NEGERI,TASILMALAYA,19,7743,lain-lain,lokasi tidak spesifik
2005-05-14,L,2023-07-25,TAMANSARI,SMK,TEKNIK KENDARAAN RINGAN ,2023.0,MICROSOFT VISIO,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,DEPOK,18,7744,pekerja umum,depok
2001-09-27,L,2023-07-25,MANGKUBUMI,SMA / LAINNYA,ILMU PENGETAHUAN SOSIAL,2023.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,KARYAWAN,DI DALAM NEGERI,JAKARTA,21,7745,pekerja umum,jakarta
2004-10-03,L,2023-07-25,KAWALU,SMK,TKR TEKNIK KENDARAAN RINGAN,2023.0,OLAHRAGA FITNES,Rp 1.000.001 - Rp 2.500.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA ,18,7746,pekerja umum,tasikmalaya
1995-02-18,L,2023-07-27,CIPEDES,SMK,PEMASARAN ,2013.0,MEMASAK,0 - Rp 1.000.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA,28,7747,lain-lain,tasikmalaya
2004-06-01,P,2023-07-25,CIPEDES,SMK,AKUNTANSI DAN KEUANGAN LEMBAGA,2023.0,MEMBACA,Rp 1.000.001 - Rp 2.500.000,KARYAWAN STAFF,DI DALAM NEGERI,TASIKMALAYA,19,7748,pekerja umum,tasikmalaya
2004-05-11,P,2023-07-25,CIPEDES,SMK,AKUNTANSI DAN KEUANGAN LEMBAGA,2023.0,MEMBACA,Rp 1.000.001 - Rp 2.500.000,KARYAWAN STAFF,DI DALAM NEGERI,TASIKMALAYA ,19,7749,pekerja umum,tasikmalaya
2005-05-27,L,2023-07-25,KAWALU,SMK,TKR,2023.0,OTOMOTIF ,Rp 2.500.001 - Rp 5.000.000,PEKERJA,DI DALAM NEGERI,BANDUNG ,18,7750,pekerja umum,bandung
2000-04-18,L,2023-07-25,BUNGURSARI,SMK,TEKNIK OTOMOTIP,2018.0,SEPAKBOLA,Rp 2.500.001 - Rp 5.000.000,KEPLA,DI DALAM NEGERI,TASIKAMALAYA,23,7751,manajemen/direksi,lokasi tidak spesifik
2001-03-03,L,2023-07-26,MANGKUBUMI,S1,PENDIDIKAN JASMANI,2023.0,,Rp 2.500.001 - Rp 5.000.000,SUPERVISOR,DI DALAM NEGERI,TASIKMALAYA,22,7752,supervisor,tasikmalaya
2005-02-28,L,2023-07-26,INDIHIANG,SMK,TEKNIK DAN BISNIS SEPEDA MOTOR,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,18,7753,lain-lain,lokasi tidak spesifik
2005-02-17,P,2023-07-26,TAWANG,SMA / LAINNYA,IPS,2023.0,PMR,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,JAWA BARAT,18,7754,produksi/operasional,jawa barat
2000-04-02,L,2023-07-26,PURBARATU,S1,MANAJEMEN,2023.0,"STRATEGI PEMASARAN, PUBLIK SPEAKING, MENCARI KONSUMEN, DAPAT BERKOMUNIKASI DENGAN BAIK, KEPEMIMPINAN, DAPAT MENGGUNAKAN MS OFFICE DLL",Rp 2.500.001 - Rp 5.000.000,MARKETING,DI DALAM NEGERI,TASIKMALAYA,23,7755,sales/marketing,tasikmalaya
2004-03-04,P,2023-07-26,TAMANSARI,SMK,REKAYA PERANGKAT LUNAK,2023.0,OLAHRAGA,0 - Rp 1.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA,19,7756,administrasi/staf umum,tasikmalaya
2001-05-22,P,2023-07-26,CIBEUREUM,SMA / LAINNYA,IPA,2020.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,BOGOR,22,7757,pekerja umum,bogor
2000-06-17,L,2023-07-26,KAWALU,SMK,TEHNIK DAN BISNIS SEPEDA MOTOR,2020.0,FUTSAL,Rp 5.000.001 - Rp 10.000.000,KARYAWAN SWASTA,DI DALAM NEGERI,BEKASI ATAU CIKARANG,23,7758,pekerja umum,bekasi
2000-06-17,L,2023-07-26,KAWALU,SMK,TEHNIK DAN BISNIS SEPEDA MOTOR,2020.0,FUTSAL,Rp 5.000.001 - Rp 10.000.000,KARYAWAN SWASTA,DI DALAM NEGERI,BEKASI ATAU CIKARANG,23,7758,pekerja umum,cikarang
2003-04-19,P,2023-07-26,INDIHIANG,SMA / LAINNYA,ILMU PENGETAHUAN SOSIAL,2021.0,.,Rp 1.000.001 - Rp 2.500.000,DLL,DI DALAM NEGERI,NASIONAL,20,7759,lain-lain,lokasi tidak spesifik
2004-07-04,L,2023-07-26,CIPEDES,SMK,TEKNIK DAN BISNIS SEPEDA MOTOR,2023.0,OTOMOTIF,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,19,7760,lain-lain,lokasi tidak spesifik
2004-11-02,P,2023-07-26,CIPEDES,SMK,REKAYASA PERANGKAT LUNAK,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,18,7761,lain-lain,lokasi tidak spesifik
1997-04-01,L,2023-07-26,CIPEDES,S1,MANAJEMEN,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,26,7762,lain-lain,lokasi tidak spesifik
2000-07-06,L,2023-07-26,CIPEDES,S1,MANAJEMEN,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,23,7763,lain-lain,lokasi tidak spesifik
2005-03-29,P,2023-07-26,BUNGURSARI,SMA / LAINNYA,PEMINATAN MIPA ,2023.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,NASIONAL,18,7764,lain-lain,lokasi tidak spesifik
2005-03-03,P,2023-07-27,INDIHIANG,SMA / LAINNYA,BISNIS DARING DAN PEMASARAN ,2023.0,MEMASAK ,0 - Rp 1.000.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA ,18,7765,lain-lain,tasikmalaya
2004-07-05,P,2023-07-27,INDIHIANG,SMK,BISNIS DARING DAN PEMASARAN,2023.0,"OLAHRAGA, PUBLIC SPEAKING",Rp 2.500.001 - Rp 5.000.000,APABSAJA,DI DALAM NEGERI,TASIKMALAYA,19,7766,lain-lain,tasikmalaya
2004-10-06,P,2023-07-27,TAMANSARI,SMK,TEKNIK KOMPUTER DAN JARINGAN ,2023.0,MS.OFFICE DASAR,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI ,DI DALAM NEGERI,TASIKMALAYA,18,7767,administrasi/staf umum,tasikmalaya
2001-10-15,L,2023-07-27,TAWANG,SMK,TEKNIK AUDIO VIDEO,2020.0,,0 - Rp 1.000.000,-,DI DALAM NEGERI,-,21,7768,,lokasi tidak spesifik
2004-12-18,P,2023-07-27,TAWANG,SMK,TEKNIK KOMPUTER DAN JARINGAN ,2023.0,-,Rp 1.000.001 - Rp 2.500.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA ,18,7769,lain-lain,tasikmalaya
1993-05-11,P,2023-07-27,PURBARATU,S1,ILMU ADMINISTRASI NEGARA,2015.0,MERIAS ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,JAWA BARAT,30,7770,administrasi/staf umum,jawa barat
1994-11-12,P,2023-07-27,CIPEDES,S1,TEKNIK ARSITEKTUR,2017.0,"DESIGN INTERIOREKSTERIOR, ENTREPRENEURSHIP",Rp 5.000.001 - Rp 10.000.000,JUNIOR ARCHITECT,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, JAKARTA, YOGYAKARTA",28,7771,it/software,bandung
1994-11-12,P,2023-07-27,CIPEDES,S1,TEKNIK ARSITEKTUR,2017.0,"DESIGN INTERIOREKSTERIOR, ENTREPRENEURSHIP",Rp 5.000.001 - Rp 10.000.000,JUNIOR ARCHITECT,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, JAKARTA, YOGYAKARTA",28,7771,it/software,jakarta
1994-11-12,P,2023-07-27,CIPEDES,S1,TEKNIK ARSITEKTUR,2017.0,"DESIGN INTERIOREKSTERIOR, ENTREPRENEURSHIP",Rp 5.000.001 - Rp 10.000.000,JUNIOR ARCHITECT,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, JAKARTA, YOGYAKARTA",28,7771,it/software,tasikmalaya
1994-11-12,P,2023-07-27,CIPEDES,S1,TEKNIK ARSITEKTUR,2017.0,"DESIGN INTERIOREKSTERIOR, ENTREPRENEURSHIP",Rp 5.000.001 - Rp 10.000.000,JUNIOR ARCHITECT,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, JAKARTA, YOGYAKARTA",28,7771,it/software,yogyakarta
2005-09-25,P,2023-07-27,INDIHIANG,SMK,BISNIS DARING DAN PEMASARAN ,2023.0,,0 - Rp 1.000.000,KARYAWAN ,DI DALAM NEGERI,TASIKMALAYA ,17,7772,pekerja umum,tasikmalaya
1998-11-26,L,2023-07-27,TAWANG,S1,PETERNAKAN ,2022.0,MARKETING ,Rp 5.000.001 - Rp 10.000.000,MANAJER ,DI DALAM NEGERI,TASIKMALAYA DAN SEKITARNYA ,24,7773,manajemen/direksi,tasikmalaya
2004-09-19,P,2023-07-27,BUNGURSARI,SMK,FARMASI KLINIS DAN KOMUNITAS ,2023.0,MS OFFICE  ,Rp 1.000.001 - Rp 2.500.000,MARKETING ,DI DALAM NEGERI,TASIKMALAYA ,18,7774,sales/marketing,tasikmalaya
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7775,produksi/operasional,bandung
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7775,produksi/operasional,bekasi
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7775,produksi/operasional,karawang
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7775,produksi/operasional,tasikmalaya
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7776,desain/kreatif,bandung
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7776,desain/kreatif,bekasi
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7776,desain/kreatif,karawang
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7776,desain/kreatif,tasikmalaya
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7777,bisnis/wirausaha,bandung
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7777,bisnis/wirausaha,bekasi
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7777,bisnis/wirausaha,karawang
2000-12-09,L,2023-07-27,CIHIDEUNG,SMK,MULTIMEDIA,2020.0,SENI,Rp 2.500.001 - Rp 5.000.000,"STAFF OPERATOR,DESAIN GRAFIS,WIRAUSAHA FB,WELDING",DI DALAM NEGERI,"TASIKMALAYA, KARAWANG, BEKASI, BANDUNG",22,7777,bisnis/wirausaha,tasikmalaya
